Collision Year,Collision Date & Time,Location Type,Location Description,Traffic Control,Pedestrians Involved,Vehicles Involved,Cyclists Involved,Minor Injuries,Major Injuries,Fatalities,Property Damage Only
2021,2021-04-02 00:16,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,2,2,0,3,0,0,N
2021,2021-04-02 15:52,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,0,4,0,0,0,0,Y
2021,2021-04-02 17:23,Intersection,Fort Rd & 118 Ave NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-04-03 19:26,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,3,0,0,0,0,Y
2021,2021-04-06 07:44,Midblock,170 St NW between Whitemud Dr & Jasper Ave,School Zone,0,2,0,2,0,0,N
2021,2021-04-07 19:57,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,1,2,0,2,0,0,N
2021,2021-04-08 08:16,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,4,1,1,0,0,N
2021,2021-04-08 18:49,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,3,1,0,0,0,Y
2021,2021-04-09 07:17,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,0,1,0,N
2021,2021-04-09 19:20,Intersection,Kingsway Ave & 109 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-04-10 15:07,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,4,1,1,0,0,N
2021,2021-04-10 20:15,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,1,3,0,0,0,0,Y
2021,2021-04-11 11:57,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,3,1,0,0,0,Y
2021,2021-04-11 17:13,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,1,2,0,1,0,0,N
2021,2021-04-13 05:56,Midblock,118 Ave NW between 82 St & 97 St,No Control,1,3,0,1,2,1,N
2021,2021-04-14 12:28,Intersection,Fort Rd & 118 Ave NW,Stop Sign,2,4,0,1,0,0,N
2021,2021-04-15 07:38,Midblock,Stony Plain Rd NW between 149 St & 163 St,School Zone,0,1,0,0,0,0,Y
2021,2021-04-17 10:22,Intersection,Gateway Blvd & 23 Ave NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-04-18 03:03,Intersection,Terwillegar Dr & 23 Ave SW,No Control,1,3,0,4,0,0,N
2021,2021-04-18 16:27,Intersection,Whitemud Dr & 170 St NW,Yield Sign,0,3,0,0,0,0,Y
2021,2021-04-19 17:08,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,0,2,0,1,0,0,N
2021,2021-04-19 17:33,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,1,3,0,2,0,0,N
2021,2021-04-20 14:44,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,1,0,1,0,N
2021,2021-04-21 16:09,Intersection,Fort Rd & 118 Ave NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-04-21 23:22,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,1,3,0,0,0,0,Y
2021,2021-04-22 15:43,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,4,1,2,0,0,N
2021,2021-04-22 23:12,Intersection,Whitemud Dr & 91 St NW,Stop Sign,0,2,0,2,0,0,N
2021,2021-04-23 07:18,Intersection,137 Ave & 97 St NW,Yield Sign,1,3,1,0,0,0,Y
2021,2021-04-23 16:06,Intersection,Whitemud Dr & 91 St NW,Yield Sign,0,2,0,1,0,0,N
2021,2021-04-25 15:19,Intersection,Anthony Henday Dr & 66 St NW,Stop Sign,2,3,1,2,0,0,N
2021,2021-04-26 11:32,Intersection,107 Ave & 156 St NW,No Control,1,2,1,1,0,0,N
2021,2021-04-26 15:31,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,4,0,2,0,0,N
2021,2021-04-26 16:02,Intersection,Kingsway Ave & 109 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-05-01 18:27,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-05-02 17:29,Midblock,Whitemud Dr NW between 91 St & 119 St,Pedestrian Crosswalk Signal,1,4,0,2,0,0,N
2021,2021-05-03 06:25,Intersection,107 Ave & 156 St NW,Stop Sign,0,1,0,2,0,0,N
2021,2021-05-03 15:16,Intersection,118 Ave & 82 St NW,No Control,0,4,0,0,0,0,Y
2021,2021-05-03 18:23,Intersection,Yellowhead Trail & 97 St NW,Stop Sign,1,2,0,0,0,0,Y
2021,2021-05-03 21:58,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,School Zone,0,2,0,0,0,0,Y
2021,2021-05-04 01:07,Intersection,Whitemud Dr & 170 St NW,Yield Sign,0,2,0,1,0,0,N
2021,2021-05-04 09:33,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,2,3,0,0,0,0,Y
2021,2021-05-04 18:29,Midblock,118 Ave NW between 82 St & 97 St,Pedestrian Crosswalk Signal,3,2,0,0,1,0,N
2021,2021-05-05 16:45,Intersection,118 Ave & 82 St NW,No Control,0,3,0,1,0,0,N
2021,2021-05-05 16:56,Intersection,Whyte Ave & 99 St NW,No Control,0,2,0,4,0,0,N
2021,2021-05-06 06:29,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-05-07 11:18,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,1,0,0,0,Y
2021,2021-05-07 22:31,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,0,2,1,0,0,0,Y
2021,2021-05-07 22:49,Midblock,118 Ave NW between 82 St & 97 St,No Control,1,2,0,3,0,0,N
2021,2021-05-08 13:32,Intersection,Calgary Trail & 51 Ave NW,No Control,0,2,0,0,0,0,Y
2021,2021-05-08 22:24,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-05-10 12:31,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,5,0,2,0,0,N
2021,2021-05-11 07:08,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,1,2,2,3,2,0,N
2021,2021-05-11 15:07,Intersection,Kingsway Ave & 109 St NW,Stop Sign,1,2,0,0,0,0,Y
2021,2021-05-11 16:29,Intersection,Whitemud Dr & 91 St NW,Stop Sign,0,1,0,1,2,1,N
2021,2021-05-12 16:25,Intersection,Gateway Blvd & 23 Ave NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-05-12 17:03,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-05-13 16:45,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,0,2,1,0,0,0,Y
2021,2021-05-14 06:34,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,3,1,0,0,0,Y
2021,2021-05-14 11:50,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,3,1,2,0,0,N
2021,2021-05-14 16:38,Intersection,Fort Rd & 118 Ave NW,Stop Sign,0,2,0,0,2,0,N
2021,2021-05-15 15:30,Intersection,Jasper Ave & 124 St NW,Stop Sign,1,2,0,0,0,0,Y
2021,2021-05-16 09:39,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,3,0,3,1,0,N
2021,2021-05-16 11:24,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,5,2,2,0,0,N
2021,2021-05-16 12:55,Intersection,Whitemud Dr & 170 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-05-17 07:17,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,1,1,0,0,0,Y
2021,2021-05-17 10:16,Intersection,Anthony Henday Dr & 66 St NW,Stop Sign,1,2,1,0,1,0,N
2021,2021-05-19 14:29,Midblock,Whitemud Dr NW between 91 St & 119 St,School Zone,0,2,1,1,0,0,N
2021,2021-05-19 22:54,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,1,2,1,0,0,0,Y
2021,2021-05-20 09:44,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,1,0,0,0,Y
2021,2021-05-21 16:27,Intersection,118 Ave & 82 St NW,Traffic Signal,1,2,0,0,1,0,N
2021,2021-05-21 17:54,Intersection,Groat Rd & Valleyview Dr NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-05-22 07:32,Intersection,Whitemud Dr & 91 St NW,Stop Sign,0,1,1,1,0,0,N
2021,2021-05-22 10:25,Intersection,Yellowhead Trail & 97 St NW,No Control,0,3,0,0,0,0,Y
2021,2021-05-22 15:22,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,0,0,0,Y
2021,2021-05-22 18:38,Intersection,Groat Rd & Valleyview Dr NW,Stop Sign,0,3,0,2,0,0,N
2021,2021-05-23 07:55,Midblock,Whitemud Dr NW between 91 St & 119 St,Pedestrian Crosswalk Signal,0,2,2,1,0,0,N
2021,2021-05-23 10:38,Intersection,34 Ave & 91 St NW,Traffic Signal,1,2,0,0,3,0,N
2021,2021-05-24 13:59,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,2,0,1,0,N
2021,2021-05-25 18:34,Midblock,170 St NW between Whitemud Dr & Jasper Ave,Pedestrian Crosswalk Signal,0,2,0,0,0,0,Y
2021,2021-05-27 16:03,Intersection,Whitemud Dr & 91 St NW,Traffic Signal,1,3,1,0,0,0,Y
2021,2021-05-27 16:50,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-05-27 18:13,Intersection,Kingsway Ave & 109 St NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-05-28 05:50,Intersection,34 Ave & 91 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-05-28 06:56,Intersection,Whitemud Dr & 91 St NW,Stop Sign,2,2,0,1,0,0,N
2021,2021-06-02 15:58,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-06-03 10:12,Intersection,Groat Rd & Valleyview Dr NW,Traffic Signal,0,2,0,1,0,0,N
2021,2021-06-04 08:28,Intersection,Fort Rd & 118 Ave NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-06-04 17:19,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,0,1,0,0,0,0,Y
2021,2021-06-04 19:07,Intersection,23 Ave & 91 St NW,Yield Sign,0,2,0,3,0,0,N
2021,2021-06-04 20:12,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,3,1,2,0,0,N
2021,2021-06-05 01:17,Intersection,Jasper Ave & 124 St NW,Traffic Signal,1,2,1,2,2,0,N
2021,2021-06-05 15:49,Intersection,Gateway Blvd & 23 Ave NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-06-05 16:36,Midblock,82 Ave NW between Gateway Blvd & 109 St,Pedestrian Crosswalk Signal,0,2,0,2,0,0,N
2021,2021-06-06 08:15,Intersection,Whyte Ave & 99 St NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-06-06 15:40,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,1,3,0,0,0,0,Y
2021,2021-06-08 06:04,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,1,2,0,0,0,0,Y
2021,2021-06-08 08:42,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,1,0,0,N
2021,2021-06-09 09:14,Midblock,Yellowhead Trail NW between 97 St & 82 St,Pedestrian Crosswalk Signal,0,2,1,0,0,0,Y
2021,2021-06-09 21:54,Intersection,Jasper Ave & 109 St NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-06-10 17:29,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,5,0,3,0,0,N
2021,2021-06-13 10:24,Intersection,Groat Rd & Valleyview Dr NW,No Control,0,3,0,0,1,0,N
2021,2021-06-13 10:56,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-06-13 14:09,Intersection,137 Ave & 97 St NW,Stop Sign,0,3,0,0,0,0,Y
2021,2021-06-13 14:39,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,5,0,1,0,0,N
2021,2021-06-13 22:17,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,2,0,0,0,0,Y
2021,2021-06-14 08:54,Intersection,Whyte Ave & 99 St NW,Traffic Signal,0,1,0,0,0,0,Y
2021,2021-06-14 16:35,Intersection,Kingsway Ave & 109 St NW,No Control,0,4,0,0,0,0,Y
2021,2021-06-16 18:28,Intersection,107 Ave & 156 St NW,No Control,0,2,0,1,0,0,N
2021,2021-06-17 15:50,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,0,0,0,Y
2021,2021-06-18 08:31,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,2,0,0,0,0,Y
2021,2021-06-20 20:56,Intersection,Jasper Ave & 109 St NW,Traffic Signal,2,2,0,1,1,0,N
2021,2021-06-21 23:53,Intersection,23 Ave & 91 St NW,Yield Sign,1,2,0,0,1,1,N
2021,2021-06-22 21:32,Midblock,82 Ave NW between Gateway Blvd & 109 St,School Zone,0,2,0,0,0,0,Y
2021,2021-06-23 06:21,Intersection,Gateway Blvd & 23 Ave NW,Stop Sign,1,3,0,0,0,0,Y
2021,2021-06-23 08:07,Intersection,107 Ave & 156 St NW,Traffic Signal,0,2,0,1,0,0,N
2021,2021-06-23 20:09,Intersection,Manning Dr & 137 Ave NW,No Control,1,2,0,1,0,0,N
2021,2021-06-24 07:20,Intersection,Groat Rd & Valleyview Dr NW,Yield Sign,1,3,0,2,1,0,N
2021,2021-06-24 07:45,Midblock,82 Ave NW between Gateway Blvd & 109 St,School Zone,0,1,0,0,0,0,Y
2021,2021-06-24 11:39,Intersection,118 Ave & 82 St NW,Stop Sign,0,2,1,0,1,0,N
2021,2021-06-26 16:27,Intersection,Gateway Blvd & 23 Ave NW,No Control,0,3,0,2,2,1,N
2021,2021-06-26 20:28,Midblock,Yellowhead Trail NW between 97 St & 82 St,Pedestrian Crosswalk Signal,0,4,0,0,0,0,Y
2021,2021-06-26 21:25,Intersection,Anthony Henday Dr & 66 St NW,Stop Sign,0,2,0,1,0,0,N
2021,2021-06-28 09:04,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,3,0,3,2,1,N
2021,2021-07-01 15:00,Midblock,118 Ave NW between 82 St & 97 St,School Zone,0,2,1,0,1,1,N
2021,2021-07-01 20:17,Intersection,Whitemud Dr & 170 St NW,Stop Sign,2,1,0,1,1,1,N
2021,2021-07-01 21:48,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,2,0,0,2,0,N
2021,2021-07-04 15:14,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,Pedestrian Crosswalk Signal,0,5,0,2,0,0,N
2021,2021-07-05 15:49,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,0,3,0,1,1,0,N
2021,2021-07-06 09:14,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,2,0,0,0,0,Y
2021,2021-07-06 12:04,Intersection,118 Ave & 82 St NW,No Control,0,2,0,0,1,0,N
2021,2021-07-07 07:25,Intersection,Jasper Ave & 124 St NW,Yield Sign,0,2,0,1,0,0,N
2021,2021-07-07 07:39,Intersection,137 Ave & 97 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-07-07 15:06,Midblock,118 Ave NW between 82 St & 97 St,School Zone,3,4,0,1,1,1,N
2021,2021-07-08 09:45,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,3,0,0,2,1,N
2021,2021-07-08 17:57,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,1,3,0,2,0,0,N
2021,2021-07-09 02:33,Intersection,Fort Rd & 118 Ave NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-07-09 09:50,Intersection,23 Ave & 91 St NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-07-09 20:44,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,1,2,0,1,0,0,N
2021,2021-07-12 12:32,Intersection,Whyte Ave & 99 St NW,Traffic Signal,0,2,0,2,0,0,N
2021,2021-07-12 20:40,Intersection,Fort Rd & 118 Ave NW,Traffic Signal,0,2,0,0,1,0,N
2021,2021-07-14 17:34,Intersection,34 Ave & 91 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-07-15 16:13,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,2,0,0,1,0,N
2021,2021-07-16 03:43,Intersection,Manning Dr & 137 Ave NW,No Control,0,4,1,1,3,0,N
2021,2021-07-18 11:10,Intersection,107 Ave & 156 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-07-18 16:07,Intersection,Gateway Blvd & 23 Ave NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-07-18 18:35,Intersection,Whitemud Dr & 91 St NW,No Control,0,4,0,4,0,0,N
2021,2021-07-19 11:37,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,1,2,0,0,0,0,Y
2021,2021-07-20 09:12,Intersection,Groat Rd & Valleyview Dr NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-07-20 17:37,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,2,2,0,2,2,1,N
2021,2021-07-21 15:34,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,3,0,1,0,0,N
2021,2021-07-21 19:25,Intersection,Kingsway Ave & 109 St NW,No Control,1,1,0,0,2,0,N
2021,2021-07-21 19:32,Intersection,Whitemud Dr & 170 St NW,Stop Sign,0,3,0,0,0,0,Y
2021,2021-07-22 16:10,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,2,0,0,N
2021,2021-07-24 08:05,Intersection,Groat Rd & Valleyview Dr NW,Yield Sign,1,2,0,1,1,0,N
2021,2021-07-24 12:36,Intersection,Whyte Ave & 99 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-07-24 15:52,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-07-25 12:40,Intersection,Groat Rd & Valleyview Dr NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-07-25 15:45,Intersection,Anthony Henday Dr & 66 St NW,Traffic Signal,0,5,1,2,0,0,N
2021,2021-07-26 03:59,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,1,4,0,0,0,0,Y
2021,2021-07-27 04:29,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,1,0,1,0,0,N
2021,2021-07-27 13:19,Intersection,Whyte Ave & 99 St NW,Stop Sign,0,3,0,0,0,0,Y
2021,2021-07-27 13:58,Intersection,107 Ave & 156 St NW,No Control,0,2,0,0,0,0,Y
2021,2021-07-28 10:12,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,2,2,0,0,2,0,N
2021,2021-08-01 07:25,Intersection,Whitemud Dr & 91 St NW,Yield Sign,0,3,0,0,0,0,Y
2021,2021-08-01 16:14,Midblock,118 Ave NW between 82 St & 97 St,No Control,1,2,0,1,0,0,N
2021,2021-08-03 08:03,Intersection,Whyte Ave & 99 St NW,Stop Sign,1,2,0,1,2,0,N
2021,2021-08-03 12:20,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,2,3,0,1,0,0,N
2021,2021-08-04 08:59,Intersection,23 Ave & 91 St NW,Yield Sign,0,2,0,1,0,0,N
2021,2021-08-04 16:22,Intersection,Fort Rd & 118 Ave NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-08-05 07:13,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,4,0,1,2,1,N
2021,2021-08-06 15:34,Intersection,Fort Rd & 118 Ave NW,Yield Sign,0,2,0,0,0,0,Y
2021,2021-08-08 23:20,Intersection,Anthony Henday Dr & 66 St NW,Traffic Signal,0,1,1,0,0,0,Y
2021,2021-08-09 05:43,Midblock,118 Ave NW between 82 St & 97 St,School Zone,0,2,0,0,1,0,N
2021,2021-08-09 18:33,Intersection,Whitemud Dr & 91 St NW,Traffic Signal,0,4,0,2,0,0,N
2021,2021-08-09 20:56,Midblock,Anthony Henday Dr NW near 23 Ave,School Zone,1,2,0,0,0,0,Y
2021,2021-08-10 18:42,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-08-12 19:07,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,2,0,0,0,0,Y
2021,2021-08-14 11:34,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,4,0,0,0,0,Y
2021,2021-08-14 15:12,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-08-14 16:57,Midblock,Whitemud Dr NW between 91 St & 119 St,Pedestrian Crosswalk Signal,0,1,0,0,0,0,Y
2021,2021-08-14 23:52,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,1,0,0,0,0,Y
2021,2021-08-16 14:15,Intersection,Calgary Trail & 51 Ave NW,Stop Sign,0,3,0,0,0,0,Y
2021,2021-08-17 05:16,Intersection,Whitemud Dr & 170 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-08-18 16:51,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-08-18 17:26,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-08-18 23:22,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,2,1,0,0,0,Y
2021,2021-08-19 14:29,Intersection,Terwillegar Dr & 23 Ave SW,Traffic Signal,0,2,1,0,0,0,Y
2021,2021-08-20 12:44,Intersection,Jasper Ave & 124 St NW,Stop Sign,0,2,1,2,0,0,N
2021,2021-08-20 17:43,Midblock,Anthony Henday Dr NW near 23 Ave,School Zone,1,2,1,1,0,0,N
2021,2021-08-21 10:53,Intersection,107 Ave & 156 St NW,Traffic Signal,0,3,0,1,0,0,N
2021,2021-08-21 14:00,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,2,0,0,0,0,Y
2021,2021-08-22 06:56,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,3,0,0,0,0,Y
2021,2021-08-22 07:24,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,2,2,0,0,0,0,Y
2021,2021-08-24 04:27,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,0,0,0,0,Y
2021,2021-08-24 19:25,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,1,0,0,N
2021,2021-08-25 20:15,Midblock,Fort Rd NW between 118 Ave & 137 Ave,School Zone,0,2,0,0,0,0,Y
2021,2021-08-26 17:02,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,Pedestrian Crosswalk Signal,2,2,0,0,1,0,N
2021,2021-08-26 17:59,Intersection,107 Ave & 156 St NW,Traffic Signal,0,2,1,1,0,0,N
2021,2021-08-26 18:11,Midblock,118 Ave NW between 82 St & 97 St,School Zone,0,4,0,0,0,0,Y
2021,2021-08-27 08:04,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,0,1,0,2,0,0,N
2021,2021-09-01 00:24,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,3,0,0,0,0,Y
2021,2021-09-01 17:32,Intersection,118 Ave & 82 St NW,No Control,0,2,1,2,0,0,N
2021,2021-09-02 10:49,Intersection,Jasper Ave & 124 St NW,Traffic Signal,0,3,0,3,0,0,N
2021,2021-09-02 21:43,Intersection,Whitemud Dr & 91 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-09-03 12:06,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,1,1,0,0,N
2021,2021-09-03 13:21,Intersection,Jasper Ave & 109 St NW,No Control,0,3,0,1,0,0,N
2021,2021-09-05 08:11,Intersection,118 Ave & 82 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-09-06 22:49,Intersection,34 Ave & 91 St NW,Yield Sign,0,2,2,0,2,1,N
2021,2021-09-07 06:35,Intersection,Whyte Ave & 99 St NW,Stop Sign,0,2,0,0,0,0,Y
2021,2021-09-07 13:51,Intersection,Terwillegar Dr & 23 Ave SW,Yield Sign,0,3,1,2,0,0,N
2021,2021-09-07 14:07,Intersection,Jasper Ave & 124 St NW,No Control,0,3,0,0,0,0,Y
2021,2021-09-07 17:18,Intersection,Whyte Ave & 99 St NW,No Control,0,4,0,0,0,0,Y
2021,2021-09-07 19:25,Midblock,82 Ave NW between Gateway Blvd & 109 St,Pedestrian Crosswalk Signal,0,2,0,0,0,0,Y
2021,2021-09-09 08:15,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,1,3,0,0,0,0,Y
2021,2021-09-09 12:11,Intersection,Terwillegar Dr & 23 Ave SW,Yield Sign,0,1,0,0,0,0,Y
2021,2021-09-09 15:36,Intersection,Whitemud Dr & 170 St NW,No Control,0,3,0,1,0,0,N
2021,2021-09-10 14:07,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,1,3,1,1,0,0,N
2021,2021-09-10 15:55,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-09-10 20:57,Intersection,Fort Rd & 118 Ave NW,Yield Sign,0,3,0,0,0,0,Y
2021,2021-09-11 18:44,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,1,0,0,2,0,N
2021,2021-09-12 05:36,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2021,2021-09-12 11:59,Intersection,137 Ave & 97 St NW,Stop Sign,0,3,0,2,0,0,N
2021,2021-09-12 14:52,Intersection,Jasper Ave & 124 St NW,Stop Sign,0,5,1,2,0,0,N
2021,2021-09-12 16:07,Intersection,Whitemud Dr & 170 St NW,Stop Sign,0,2,0,1,0,0,N
2021,2021-09-12 20:26,Intersection,Groat Rd & Valleyview Dr NW,Yield Sign,0,2,0,4,0,0,N
2021,2021-09-13 15:44,Intersection,Whyte Ave & 99 St NW,Stop Sign,1,2,0,0,0,0,Y
2021,2021-09-13 16:42,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,1,1,0,3,0,0,N
2021,2021-09-13 21:41,Intersection,Calgary Trail & 51 Ave NW,Stop Sign,0,3,0,1,0,0,N
2021,2021-09-14 03:52,Intersection,34 Ave & 91 St NW,No Control,0,2,0,1,0,0,N
2021,2021-09-15 11:49,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,1,2,0,3,1,0,N
2021,2021-09-16 00:52,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,0,2,0,0,0,0,Y
2021,2021-09-16 19:08,Intersection,Calgary Trail & 51 Ave NW,Stop Sign,1,3,2,0,0,0,Y
2021,2021-09-17 18:41,Midblock,170 St NW between Whitemud Dr & Jasper Ave,Pedestrian Crosswalk Signal,0,2,0,0,1,1,N
2021,2021-09-18 00:57,Intersection,34 Ave & 91 St NW,Traffic Signal,0,3,0,0,0,0,Y
2021,2021-09-18 04:41,Intersection,Kingsway Ave & 109 St NW,No Control,0,3,0,0,0,0,Y
2021,2021-09-18 18:13,Midblock,118 Ave NW between 82 St & 97 St,No Control,1,2,0,0,0,1,N
2021,2021-09-18 18:20,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,3,0,0,0,0,Y
2021,2021-09-18 18:30,Intersection,Kingsway Ave & 109 St NW,Yield Sign,0,4,0,1,0,0,N
